nodeName	AverageNeighbor
NPSR1	212.688
CARS	174.25423728813558
MRRF	143.29032258064515
RPL8	169.43873517786562
MRPL17	145.61963190184048
SERBP1	219.02083333333334
ENSG00000262660	195.92105263157896
TPT1	209.32835820895522
IFRD2	242.08695652173913
EIF2S2	163.17525773195877
ABCE1	170.05154639175257
EIF3A	172.49532710280374
PSMC1	151.0921052631579
RPP40	178.46268656716418
MRPL12	148.9496402877698
EIF2S3	165.46511627906978
EIF3B	175.15032679738562
DAP3	123.72072072072072
DOCK4	207.18253968253967
MRPL15	169.95628415300547
RPL7L1	213.5851851851852
EIF3I	184.8
RPL37	185.94805194805195
MRPL11	172.85641025641024
DENR	192.82142857142858
SLC5A4	78.41666666666667
CSNK1E	166.69892473118279
EIF3E	191.47272727272727
RPL26L1	201.9934210526316
CCT5	143.3846153846154
RPS10	174.0880829015544
RPL26	180.59047619047618
RPS17	169.75813953488372
EEF1B2	195.1764705882353
RPL10	188.4125
EDF1	213.8181818181818
RPS29	165.5941422594142
RPL17-C18orf32	202.7941176470588
PSMC2	155.37575757575758
RPLP2	199.5944055944056
MRPS11	164.9836956521739
EIF5	130.44444444444446
MRPS10	169.252688172043
MRPS12	170.56756756756758
SRP19	217.3846153846154
SEC61A1	163.9345238095238
RPL15	172.8008658008658
GUF1	179.525
RPLP1	208.2189781021898
RIOK3	218.59259259259258
EIF1B	199.54716981132074
CCT2	147.38690476190476
MRPL33	155.1925925925926
MRPL9	155.30075187969925
MRPL2	165.36410256410255
RPL31	172.05825242718447
SEC61G	182.26771653543307
EIF5B	183.01863354037266
RSC1A1	84.14285714285714
MRPL4	167.0705882352941
RPS3	163.10344827586206
FAU	148.95983935742973
C18orf32	209.368
RPL9	163.95471698113207
RPL36A	186.58227848101265
RPP25L	73.2
SSB	115.41052631578947
ERN1	98.5
POP4	65.40625
KIAA0391	60.483870967741936
AGO1	103.78703703703704
AGO2	107.58709677419355
POP1	102.19444444444444
DHX9	118.18791946308725
ADAL	36.625
CLP1	72.15384615384616
AGO4	128.16161616161617
HSD17B10	74.53333333333333
PRKRA	77.09375
ZNRD1	159.43298969072166
NXPE3	52.5
BBS10	133.82075471698113
SSBP1	103.70270270270271
DGCR8	88.92307692307692
NPM2	104.71428571428571
B3GALNT1	43.1764705882353
TOMM22	62.15625
DROSHA	107.01176470588236
POLR2H	115.5079365079365
TRIM39-RPP21	59.416666666666664
POP7	102.19444444444444
POP5	102.13157894736842
AGO3	131.57575757575756
TARBP2	76.23529411764706
POLI	166.5
NOL12	186.28205128205127
EXOSC5	142.59139784946237
NCL	151.5801526717557
HGH1	184.20833333333334
REXO4	146.73529411764707
POLR1D	136.47692307692307
ADA	96.64814814814815
POLR3F	94.66666666666667
TTC4	142.5121951219512
ZNF622	192.2375
WBSCR27	173.17391304347825
PDCD2	123.28571428571429
EXOSC1	120.98305084745763
GPATCH4	180.33333333333334
ESR2	149.36470588235295
DHX34	75.73333333333333
ESR1	124.98407643312102
ENSG00000258724	166.83333333333334
CTU2	42.611111111111114
MOCS3	42.96875
DPH3	38.36363636363637
CTU1	38.5
ELP6	28.923076923076923
ENSG00000267261	54.42857142857143
ALKBH8	42.65714285714286
TRIT1	26.285714285714285
ATAT1	84.0
KTI12	29.133333333333333
ELP4	25.916666666666668
KAT2A	135.60119047619048
MCM5	115.58682634730539
MMS19	70.77272727272727
HAT1	128.015625
URM1	52.78378378378378
IKBKAP	74.36842105263158
DPH2	38.083333333333336
KAT6A	153.49180327868854
ELP2	47.95238095238095
ELP5	30.142857142857142
DPH1	43.09090909090909
KAT2B	124.61742424242425
GPATCH8	114.57142857142857
FAM199X	97.5
CRNKL1	97.14414414414415
NUDCD1	54.55555555555556
DDX59	70.5
CCDC94	108.33333333333333
LRIT2	15.5
PRPF19	94.1989247311828
FANK1	83.33333333333333
TFIP11	94.56521739130434
UROS	30.384615384615383
PPP1CA	78.02631578947368
TRIM28	130.61052631578949
SRSF1	94.81460674157303
PPP1CC	74.73255813953489
SIPA1	79.28571428571429
PDXK	41.0
NSUN5	79.625
PPP1CB	80.23529411764706
DNAJC9	137.21052631578948
POLR3K	84.85714285714286
CSTB	71.71428571428571
YTHDC2	80.56756756756756
TMED2	60.84615384615385
DNAJC2	100.66666666666667
C9orf114	145.26666666666668
TIMM22	61.86363636363637
BRD4	120.34666666666666
SMTNL1	142.76923076923077
THADA	48.35
DHX35	123.1951219512195
FAM73B	60.0
C17orf97	177.0
BRD3	72.28571428571429
TRMT10A	50.13636363636363
PRMT1	148.09821428571428
CECR1	53.0
GAMT	156.22857142857143
ARMCX3	37.0
TRMT5	34.6764705882353
LRRC19	26.8
DUS4L	49.888888888888886
DUS1L	142.92
TRMT2B	186.06666666666666
TMEM214	42.285714285714285
ZCCHC10	31.0
TRMT13	30.25
ADAT3	46.45
PRMT8	116.72727272727273
IMMP2L	21.444444444444443
N6AMT1	87.67567567567568
PRMT3	140.44444444444446
TRMT2A	154.57142857142858
KIAA1456	62.333333333333336
AFF2	21.75
CUL4B	99.40384615384616
AKAP4	43.333333333333336
DPH5	83.6086956521739
GTF3C6	42.8
AMD1	48.94736842105263
POLR2E	99.71929824561404
WDR55	184.42857142857142
AAMP	178.80769230769232
KIAA1919	23.6
DHODH	116.89473684210526
TFAP2A	147.28205128205127
NPM1	145.85714285714286
NSUN7	76.125
TRDMT1	59.15384615384615
PPRC1	83.18181818181819
CHD4	119.23170731707317
HSP90AA1	112.97986577181209
AKT1	114.22594142259415
PPP2R5D	130.8
MVP	92.2
PRKCA	111.0
TNKS	154.12121212121212
PARP4	46.72727272727273
EIF4B	108.37362637362638
TERF1	103.12857142857143
CTPS1	112.96428571428571
NOP16	152.96969696969697
NOL9	95.92857142857143
DNAJC21	134.08333333333334
DUSP12	166.05882352941177
MDM2	144.81404958677686
TP53	101.79391424619641
SMARCA4	118.1353711790393
ELAC1	99.5
XPO1	106.97945205479452
DIS3	84.38461538461539
NXF1	89.0
WDR6	105.2
RANBP6	95.66666666666667
ELAC2	103.0
TNKS2	136.42857142857142
SLC35G1	55.4
KAT7	129.75
INPP5A	54.83870967741935
PLCE1	88.32203389830508
GPN3	102.3
HEATR3	160.4
RPIA	66.54285714285714
CTPS2	91.125
DDB1	110.6063829787234
CDT1	139.89763779527559
DHX30	66.0
EXOSC6	95.3953488372093
DIS3L	78.36363636363636
EXOSC9	119.4
EXOSC3	101.51666666666667
EXOSC4	109.36842105263158
PUS3	40.44444444444444
PUS1	60.31428571428572
RPUSD2	40.0
TARBP1	84.875
SHQ1	170.85714285714286
TRMT44	53.833333333333336
PUS7L	43.8
PUS10	50.333333333333336
TRMT10B	116.45833333333333
FAM160B1	102.0
MAP7	174.0
SBDS	176.85714285714286
LARS2	56.44
MRPL43	134.05555555555554
LARS	68.26785714285714
POLR2B	109.65317919075144
SEC61A2	165.36231884057972
TARS2	59.388888888888886
MRPL24	171.4140127388535
FTH1	130.52777777777777
MRPS15	167.27374301675977
EFTUD1	247.46666666666667
POLR2C	127.4804469273743
MRPL3	166.22085889570553
ALG9	103.62962962962963
TARS	61.76744186046512
TNPO1	96.0
FDXACB1	207.57894736842104
XRN1	78.69791666666667
TARSL2	56.411764705882355
MRPS2	160.171974522293
EIF2S3L	143.33333333333334
MRPL22	165.10344827586206
SYNCRIP	133.0752688172043
QARS	138.12222222222223
EDC3	67.45454545454545
ENSG00000229117	184.3846153846154
UBB	96.86355140186916
GDPD4	58.166666666666664
NUFIP2	139.8108108108108
ABCF1	159.25
SLC25A5	116.26315789473684
LARP4B	181.51724137931035
SMKR1	220.64150943396226
NR0B1	137.89361702127658
MKI67	138.46153846153845
LEPROTL1	40.25
NRDE2	77.55555555555556
TBC1D12	47.333333333333336
PLEKHS1	22.625
MRPL53	117.23913043478261
DDX60	62.91891891891892
DHX36	74.35714285714286
CNRIP1	126.5
FAM207A	176.75
POLR3D	92.47169811320755
EXOSC8	88.37777777777778
DNTTIP1	100.33333333333333
DNTT	147.36363636363637
FAF1	103.57894736842105
NRM	38.09090909090909
SLU7	107.40449438202248
ZNHIT6	111.86666666666666
NLRP6	60.916666666666664
CASP5	61.92857142857143
TRIM33	197.1818181818182
NLRP1	58.95238095238095
GSDMD	46.89473684210526
RNASEL	86.2909090909091
NLRC4	88.97058823529412
NLRP3	94.58333333333333
CASP1	91.0
DDX3X	107.5
SLC34A2	36.583333333333336
GADD45A	167.47222222222223
USP36	96.33333333333333
NLRP9	47.54545454545455
CARD8	55.578947368421055
MAVS	94.19767441860465
AIM2	58.8
PYCARD	54.05882352941177
POLE3	108.82352941176471
MPHOSPH6	60.8421052631579
NCBP1	89.68062827225131
RQCD1	57.256410256410255
NCBP2	90.54802259887006
WDR61	116.26829268292683
ALYREF	97.30827067669173
TTC37	64.85714285714286
PPWD1	124.6086956521739
PAPD7	71.89655172413794
ZCCHC7	57.63157894736842
MPP6	52.76470588235294
PABPN1	90.7012987012987
PAPOLG	55.88
CNOT2	66.02702702702703
SETX	86.62162162162163
PAPOLA	87.08163265306122
ZFC3H1	43.13953488372093
DIS3L2	55.1
CNOT4	74.65116279069767
DBR1	85.0
SNW1	107.425
ZCCHC8	70.94117647058823
IPO7	110.29166666666667
SRRT	110.01923076923077
PAPD5	52.4
RBM7	63.31578947368421
ATP5H	96.36507936507937
EIF3CL	160.2608695652174
ZNF7	281.0
ZNF16	107.0
TCEB3	193.35897435897436
ADRM1	130.6046511627907
RNF32	15.142857142857142
SMARCD2	83.55
LMBR1	54.0
RBM33	15.142857142857142
EIF4A2	92.84615384615384
NUP35	125.4950495049505
RBM17	115.02941176470588
RNPC3	120.77272727272727
WDR77	140.42168674698794
NUP50	121.0
NUP205	124.27884615384616
NUP62	117.39259259259259
DUT	120.2258064516129
LSM1	96.85365853658537
ZCRB1	109.97368421052632
POLR2A	111.13879003558719
NUPL2	123.73195876288659
HNRNPL	108.89411764705882
NCBP2L	136.57692307692307
PCBP1	113.39655172413794
SLBP	132.0493827160494
NUP107	117.8
SUMO1	119.48113207547169
NUP155	118.67857142857143
RBX1	91.88702928870293
ISY1	121.14
SRSF2	98.17948717948718
ILF2	120.15942028985508
CWC15	99.55208333333333
SEH1L	104.375
HNRNPH1	95.20430107526882
LUC7L	111.61363636363636
ZRSR2	107.38095238095238
DDX39B	99.64285714285714
SMNDC1	115.1590909090909
TARDBP	97.59770114942529
PRPF40B	105.81944444444444
POLR2I	97.01869158878505
GEMIN7	113.85714285714286
GEMIN6	119.76363636363637
HNRNPA3	119.31914893617021
BUD31	102.79775280898876
ISY1-RAB43	115.6984126984127
POLR2K	92.02521008403362
RBMX	99.23728813559322
LUC7L2	149.86363636363637
HNRNPAB	118.04545454545455
PTBP1	97.39047619047619
SMIM15	97.66666666666667
SYMPK	100.62745098039215
HTATSF1	132.34883720930233
CGI-74	126.3157894736842
CWF19L2	131.5151515151515
TPR	110.99280575539568
ENSG00000160201	106.21428571428571
GEMIN2	121.8688524590164
MATR3	91.55813953488372
GEMIN4	117.16949152542372
MAGOH	101.68468468468468
PHAX	117.07142857142857
PSMB6	136.86111111111111
BCAS2	111.19753086419753
NUP214	113.41379310344827
CACTIN	136.0487804878049
POLR2J	99.62264150943396
NUP43	119.57843137254902
SRSF9	104.79518072289157
SDE2	132.0
SMN1	125.78125
CPSF3	97.04901960784314
SEC13	88.86607142857143
PRPF40A	105.87142857142857
SRSF6	98.25773195876289
YBX1	103.63888888888889
GEMIN5	120.36842105263158
SNRNP48	143.04347826086956
NUP133	123.71153846153847
U2SURP	107.02222222222223
CDC40	93.79838709677419
NUP153	110.98064516129033
CLNS1A	115.22222222222223
AQR	109.4047619047619
POM121	124.72826086956522
TAF15	117.5
RBM14	109.09803921568627
POM121C	126.7752808988764
PPIL1	109.64935064935065
SNRNP27	144.89473684210526
HNRNPM	94.61702127659575
ENY2	81.8955223880597
SRSF3	88.22033898305085
NUPL1	124.9278350515464
POLR2F	109.86805555555556
ERH	107.98550724637681
NEDD8-MDP1	135.16666666666666
PRKRIP1	130.33333333333334
ELAVL1	108.09565217391304
RAE1	112.43795620437956
CASC3	109.2394366197183
PSMB2	127.02542372881356
HNRNPA1	109.41269841269842
TGS1	88.94444444444444
SMN2	115.65625
ENSG00000228049	139.0
FRG1	117.56818181818181
CHERP	118.26829268292683
PRMT5	134.0
NKAP	122.91666666666667
SRSF7	94.98989898989899
SNUPN	114.2
C10orf11	113.59322033898304
PRPF39	110.7
LUC7L3	112.27272727272727
HNRNPR	116.43589743589743
NUP210	125.90990990990991
NUP88	123.68867924528301
HNRNPK	110.95555555555555
SNRNP25	119.96969696969697
SNRNP35	123.575
HNRNPA2B1	102.70833333333333
NUP37	123.10377358490567
PLRG1	99.97087378640776
SYF2	102.65789473684211
PFDN5	137.3972602739726
NUP93	121.83636363636364
WDR70	125.37777777777778
NUP54	123.5
U2AFBP	110.06521739130434
NUP98	108.58940397350993
RBM8A	106.62616822429906
CPSF2	95.11
GEMIN8	116.78181818181818
POLR2G	99.58461538461539
HNRNPF	102.80263157894737
WDR25	108.24561403508773
ZMAT5	118.95238095238095
DDX20	119.36842105263158
NAA50	58.26315789473684
ILF3	108.78260869565217
NUP85	116.45370370370371
NDC1	127.05102040816327
PUF60	112.05555555555556
NUP188	125.31632653061224
U2AF2	86.93103448275862
NEDD8	104.96891191709845
DDX46	117.18181818181819
FAM32A	137.76923076923077
PDCD7	133.8
PPIE	114.65116279069767
TRA2B	103.44285714285714
HSPD1	98.16296296296296
CHTOP	107.73584905660377
AAAS	129.20833333333334
NUP160	121.44554455445545
POLR2L	92.69620253164557
CWC25	99.64
RANBP2	109.01379310344828
NUDT21	90.91304347826087
TRNAU1AP	116.63888888888889
POLR2D	92.44444444444444
STRAP	130.61904761904762
HNRNPA0	108.76363636363637
SRRM1	110.75
PPIG	96.8409090909091
GRPEL2	46.233333333333334
UMPS	49.888888888888886
IMPDH2	66.6923076923077
VARS	72.61111111111111
ATIC	46.96610169491525
APRT	51.5
NT5C3A	50.56521739130435
ENTPD6	62.23076923076923
NT5E	64.15384615384616
CANT1	51.369565217391305
ENSG00000279624	68.8125
ENTPD3	51.93421052631579
ENTPD1	59.55555555555556
FARSB	75.80952380952381
PNP	48.71739130434783
SELENBP1	37.43333333333333
GUK1	60.26190476190476
GMPR2	81.4
NT5C	51.93877551020408
HPRT1	67.65306122448979
PPAT	44.71875
PFAS	58.42857142857143
ADSS	48.95238095238095
